date,url,marketing_segment,page_visits,unique_visitors,return_visitors,bounce_rate,avg_session_duration,conversion_rate,conversions
2024-02-09,https://example.com/product-page,Paid Search,185,114,16,0.302,3.21,0.0242,3
2024-02-09,https://example.com/product-page,Referral,52,40,4,0.374,3.41,0.0217,1
2024-02-09,https://example.com/product-page,Social Media,125,98,18,0.529,1.84,0.0111,1
2024-02-09,https://example.com/product-page,Video Ads,23,13,0,0.543,7.78,0.008,0
2024-02-10,https://example.com/product-page,Direct Traffic,108,82,17,0.337,4.64,0.0382,3
2024-02-10,https://example.com/product-page,Display Ads,31,19,1,0.687,1.76,0.0101,0
2024-02-10,https://example.com/product-page,Email Marketing,80,51,11,0.251,4.31,0.0374,2
2024-02-10,https://example.com/product-page,Organic Search,277,204,40,0.325,3.44,0.027,6
2024-02-10,https://example.com/product-page,Paid Search,227,180,25,0.29,3.43,0.0239,4
2024-02-10,https://example.com/product-page,Referral,40,29,3,0.406,2.34,0.0287,1
2024-02-10,https://example.com/product-page,Social Media,144,111,29,0.611,2.12,0.0126,1
2024-02-10,https://example.com/product-page,Video Ads,19,14,0,0.548,6.13,0.018,0
2024-02-11,https://example.com/product-page,Direct Traffic,121,91,54,0.313,5.18,0.0518,5
2024-02-11,https://example.com/product-page,Display Ads,30,22,1,0.67,1.3,0.0102,0
2024-02-11,https://example.com/product-page,Email Marketing,64,48,15,0.212,4.32,0.0234,1
2024-02-11,https://example.com/product-page,Organic Search,316,245,68,0.445,4.77,0.0261,6
2024-02-11,https://example.com/product-page,Paid Search,153,92,12,0.331,2.92,0.0235,2
2024-02-11,https://example.com/product-page,Referral,42,30,6,0.492,2.44,0.0279,1
2024-02-11,https://example.com/product-page,Social Media,104,80,16,0.603,1.71,0.0193,2
2024-02-11,https://example.com/product-page,Video Ads,16,11,0,0.548,8.06,0.0177,0
2024-02-12,https://example.com/product-page,Direct Traffic,120,94,48,0.349,3.68,0.0388,4
2024-02-12,https://example.com/product-page,Display Ads,29,23,1,0.818,1.6,0.0082,0
2024-02-12,https://example.com/product-page,Email Marketing,75,51,24,0.254,4.95,0.0459,2
2024-02-12,https://example.com/product-page,Organic Search,361,237,43,0.402,4.68,0.0222,5
2024-02-12,https://example.com/product-page,Paid Search,184,111,16,0.317,3.23,0.0387,4
2024-02-12,https://example.com/product-page,Referral,66,45,7,0.528,3.39,0.0227,1
2024-02-12,https://example.com/product-page,Social Media,164,111,26,0.59,1.48,0.0215,2
2024-02-12,https://example.com/product-page,Video Ads,26,18,0,0.426,7.61,0.0132,0
2024-02-13,https://example.com/product-page,Direct Traffic,139,109,65,0.292,4.35,0.0475,5
2024-02-13,https://example.com/product-page,Display Ads,26,16,1,0.596,1.89,0.0109,0
2024-02-13,https://example.com/product-page,Email Marketing,70,47,20,0.25,5.19,0.0458,2
2024-02-13,https://example.com/product-page,Organic Search,355,229,38,0.41,4.24,0.0212,5
2024-02-13,https://example.com/product-page,Paid Search,179,114,14,0.327,2.08,0.0456,5
2024-02-13,https://example.com/product-page,Referral,54,34,6,0.373,3.67,0.0189,1
2024-02-13,https://example.com/product-page,Social Media,142,86,25,0.706,1.9,0.0087,1
2024-02-13,https://example.com/product-page,Video Ads,20,14,0,0.555,5.65,0.0105,0
2024-02-14,https://example.com/product-page,Direct Traffic,127,82,40,0.341,3.47,0.0523,4
2024-02-14,https://example.com/product-page,Display Ads,33,22,1,0.663,1.18,0.0044,0
2024-02-14,https://example.com/product-page,Email Marketing,89,54,13,0.276,4.22,0.0539,3
2024-02-14,https://example.com/product-page,Organic Search,334,259,94,0.398,3.41,0.0335,9
2024-02-14,https://example.com/product-page,Paid Search,256,195,22,0.308,3.46,0.0459,9
2024-02-14,https://example.com/product-page,Referral,60,36,7,0.382,2.95,0.0214,1
2024-02-14,https://example.com/product-page,Social Media,171,105,19,0.563,2.38,0.0181,2
2024-02-14,https://example.com/product-page,Video Ads,25,16,0,0.428,4.65,0.0112,0
2024-02-15,https://example.com/product-page,Direct Traffic,175,128,57,0.36,4.75,0.0207,3
2024-02-15,https://example.com/product-page,Display Ads,34,22,2,0.574,1.48,0.0117,0
2024-02-15,https://example.com/product-page,Email Marketing,119,75,36,0.244,6.69,0.042,3
2024-02-15,https://example.com/product-page,Organic Search,486,317,109,0.392,4.59,0.0291,9
2024-02-15,https://example.com/product-page,Paid Search,303,221,29,0.322,2.72,0.0413,9
2024-02-15,https://example.com/product-page,Referral,77,46,9,0.463,3.73,0.0111,1
2024-02-15,https://example.com/product-page,Social Media,233,172,45,0.516,1.71,0.0218,4
2024-02-15,https://example.com/product-page,Video Ads,23,17,1,0.557,6.43,0.0155,0
2024-02-16,https://example.com/product-page,Direct Traffic,153,108,63,0.28,3.35,0.0227,2
2024-02-16,https://example.com/product-page,Display Ads,28,18,1,0.726,1.36,0.0119,0
2024-02-16,https://example.com/product-page,Email Marketing,87,63,31,0.272,4.34,0.0557,4
2024-02-16,https://example.com/product-page,Organic Search,372,269,99,0.462,4.3,0.0243,7
2024-02-16,https://example.com/product-page,Paid Search,244,159,18,0.397,2.78,0.0445,7
2024-02-16,https://example.com/product-page,Referral,48,37,6,0.469,3.68,0.0121,0
2024-02-16,https://example.com/product-page,Social Media,177,133,16,0.573,2.12,0.0159,2
2024-02-16,https://example.com/product-page,Video Ads,19,13,0,0.501,4.66,0.0069,0
2024-02-17,https://example.com/product-page,Direct Traffic,82,54,21,0.332,5.14,0.0366,2
2024-02-17,https://example.com/product-page,Display Ads,25,15,1,0.806,1.8,0.0084,0
2024-02-17,https://example.com/product-page,Email Marketing,75,55,18,0.21,6.46,0.0618,3
2024-02-17,https://example.com/product-page,Organic Search,313,190,65,0.382,3.96,0.0306,6
2024-02-17,https://example.com/product-page,Paid Search,203,161,20,0.389,3.23,0.03,5
2024-02-17,https://example.com/product-page,Referral,38,30,4,0.438,3.68,0.0278,1
2024-02-17,https://example.com/product-page,Social Media,109,81,8,0.56,1.67,0.0161,1
2024-02-17,https://example.com/product-page,Video Ads,18,11,0,0.482,4.95,0.0133,0
2024-02-18,https://example.com/product-page,Direct Traffic,150,102,56,0.312,3.34,0.0234,2
2024-02-18,https://example.com/product-page,Display Ads,31,24,1,0.84,1.34,0.0109,0
2024-02-18,https://example.com/product-page,Email Marketing,74,47,8,0.249,5.12,0.0644,3
2024-02-18,https://example.com/product-page,Organic Search,333,263,42,0.353,4.94,0.0319,8
2024-02-18,https://example.com/product-page,Paid Search,204,160,14,0.303,2.68,0.0576,9
2024-02-18,https://example.com/product-page,Referral,55,37,7,0.368,3.63,0.016,1
2024-02-18,https://example.com/product-page,Social Media,166,112,17,0.614,2.34,0.0204,2
2024-02-18,https://example.com/product-page,Video Ads,24,18,1,0.509,5.1,0.0119,0
2024-02-19,https://example.com/product-page,Direct Traffic,157,98,46,0.265,3.31,0.0232,2
2024-02-19,https://example.com/product-page,Display Ads,52,34,2,0.755,1.54,0.0094,0
2024-02-19,https://example.com/product-page,Email Marketing,120,76,26,0.274,5.82,0.0533,4
2024-02-19,https://example.com/product-page,Organic Search,616,463,130,0.361,4.94,0.0197,9
2024-02-19,https://example.com/product-page,Paid Search,264,160,22,0.328,2.56,0.0211,3
2024-02-19,https://example.com/product-page,Referral,63,45,5,0.538,3.96,0.014,1
2024-02-19,https://example.com/product-page,Social Media,243,184,36,0.57,1.95,0.0135,2
2024-02-19,https://example.com/product-page,Video Ads,24,14,0,0.552,6.9,0.008,0
2024-02-20,https://example.com/product-page,Direct Traffic,189,132,59,0.294,4.77,0.0243,3
2024-02-20,https://example.com/product-page,Display Ads,51,30,1,0.782,1.1,0.0071,0
2024-02-20,https://example.com/product-page,Email Marketing,159,113,20,0.277,3.88,0.0658,7
2024-02-20,https://example.com/product-page,Organic Search,590,436,148,0.427,2.71,0.0316,14
2024-02-20,https://example.com/product-page,Paid Search,408,248,24,0.4,2.58,0.0328,8
2024-02-20,https://example.com/product-page,Referral,85,59,5,0.529,3.67,0.029,2
2024-02-20,https://example.com/product-page,Social Media,232,150,44,0.619,1.69,0.0172,3
2024-02-20,https://example.com/product-page,Video Ads,35,21,1,0.447,6.59,0.0115,0
2024-02-21,https://example.com/product-page,Direct Traffic,109,77,37,0.288,3.93,0.0339,3
2024-02-21,https://example.com/product-page,Display Ads,38,26,2,0.772,1.77,0.0073,0
2024-02-21,https://example.com/product-page,Email Marketing,102,75,34,0.265,6.13,0.033,2
2024-02-21,https://example.com/product-page,Organic Search,418,317,55,0.348,4.43,0.0222,7
2024-02-21,https://example.com/product-page,Paid Search,192,119,13,0.287,2.84,0.0411,5
2024-02-21,https://example.com/product-page,Referral,51,38,3,0.483,2.79,0.0206,1
2024-02-21,https://example.com/product-page,Social Media,180,109,31,0.54,2.49,0.0189,2
2024-02-21,https://example.com/product-page,Video Ads,21,15,0,0.5,5.03,0.0103,0
2024-02-22,https://example.com/product-page,Direct Traffic,146,102,43,0.33,3.93,0.0426,4
2024-02-22,https://example.com/product-page,Display Ads,36,22,0,0.718,1.22,0.0086,0
2024-02-22,https://example.com/product-page,Email Marketing,99,63,32,0.208,5.74,0.0658,4
2024-02-22,https://example.com/product-page,Organic Search,330,214,35,0.35,4.22,0.0221,5
2024-02-22,https://example.com/product-page,Paid Search,263,169,24,0.311,3.06,0.056,9
2024-02-22,https://example.com/product-page,Referral,68,49,5,0.406,3.04,0.0264,1
2024-02-22,https://example.com/product-page,Social Media,160,101,26,0.616,1.6,0.0171,2
2024-02-22,https://example.com/product-page,Video Ads,20,13,0,0.501,7.73,0.0139,0
2024-02-23,https://example.com/product-page,Direct Traffic,151,112,44,0.264,4.52,0.0205,2
2024-02-23,https://example.com/product-page,Display Ads,34,24,2,0.579,1.42,0.0116,0
2024-02-23,https://example.com/product-page,Email Marketing,118,92,29,0.217,5.48,0.0273,3
2024-02-23,https://example.com/product-page,Organic Search,492,368,85,0.478,3.1,0.0266,10
2024-02-23,https://example.com/product-page,Paid Search,242,163,24,0.346,2.18,0.0332,5
2024-02-23,https://example.com/product-page,Referral,58,41,8,0.516,3.02,0.0186,1
2024-02-23,https://example.com/product-page,Social Media,158,122,26,0.684,1.76,0.0167,2
2024-02-23,https://example.com/product-page,Video Ads,28,17,1,0.502,5.25,0.0169,0
2024-02-24,https://example.com/product-page,Direct Traffic,131,85,39,0.325,5.56,0.0335,3
2024-02-24,https://example.com/product-page,Display Ads,23,14,1,0.614,1.53,0.0119,0
2024-02-24,https://example.com/product-page,Email Marketing,68,51,11,0.269,5.15,0.0492,3
2024-02-24,https://example.com/product-page,Organic Search,323,209,71,0.364,4.23,0.0165,3
2024-02-24,https://example.com/product-page,Paid Search,181,127,10,0.396,3.56,0.0276,4
2024-02-24,https://example.com/product-page,Referral,55,37,4,0.375,2.46,0.0243,1
2024-02-24,https://example.com/product-page,Social Media,144,91,16,0.666,2.52,0.0083,1
2024-02-24,https://example.com/product-page,Video Ads,17,13,0,0.42,6.51,0.0118,0
2024-02-25,https://example.com/product-page,Direct Traffic,112,85,36,0.346,3.54,0.0227,2
2024-02-25,https://example.com/product-page,Display Ads,28,17,0,0.645,1.32,0.0075,0
2024-02-25,https://example.com/product-page,Email Marketing,75,48,10,0.265,5.14,0.0562,3
2024-02-25,https://example.com/product-page,Organic Search,258,186,56,0.398,4.24,0.024,4
2024-02-25,https://example.com/product-page,Paid Search,142,89,4,0.331,2.37,0.0265,2
2024-02-25,https://example.com/product-page,Referral,37,22,3,0.476,3.27,0.015,0
2024-02-25,https://example.com/product-page,Social Media,134,98,19,0.707,2.33,0.013,1
2024-02-25,https://example.com/product-page,Video Ads,16,12,0,0.408,6.01,0.0068,0
2024-02-26,https://example.com/product-page,Direct Traffic,131,96,24,0.35,5.48,0.038,4
2024-02-26,https://example.com/product-page,Display Ads,27,19,1,0.731,1.83,0.0089,0
2024-02-26,https://example.com/product-page,Email Marketing,71,46,19,0.281,5.11,0.0253,1
2024-02-26,https://example.com/product-page,Organic Search,331,263,96,0.381,4.88,0.0226,6
2024-02-26,https://example.com/product-page,Paid Search,176,139,15,0.346,2.09,0.0366,5
2024-02-26,https://example.com/product-page,Referral,48,35,7,0.516,2.25,0.0167,1
2024-02-26,https://example.com/product-page,Social Media,189,130,26,0.58,1.95,0.0159,2
2024-02-26,https://example.com/product-page,Video Ads,25,15,0,0.507,6.58,0.0102,0
2024-02-27,https://example.com/product-page,Direct Traffic,161,118,33,0.242,4.85,0.0321,4
2024-02-27,https://example.com/product-page,Display Ads,30,23,1,0.604,1.48,0.0104,0
2024-02-27,https://example.com/product-page,Email Marketing,106,71,28,0.264,4.03,0.0298,2
2024-02-27,https://example.com/product-page,Organic Search,498,392,115,0.435,3.05,0.028,11
2024-02-27,https://example.com/product-page,Paid Search,250,180,24,0.362,3.39,0.0402,7
2024-02-27,https://example.com/product-page,Referral,52,38,8,0.386,3.91,0.0161,1
2024-02-27,https://example.com/product-page,Social Media,193,116,33,0.587,2.32,0.0184,2
2024-02-27,https://example.com/product-page,Video Ads,28,21,1,0.471,6.81,0.0126,0
2024-02-28,https://example.com/product-page,Direct Traffic,170,102,33,0.299,4.76,0.0342,3
2024-02-28,https://example.com/product-page,Display Ads,39,25,1,0.804,1.23,0.0093,0
2024-02-28,https://example.com/product-page,Email Marketing,105,71,29,0.278,4.98,0.0586,4
2024-02-28,https://example.com/product-page,Organic Search,469,312,91,0.333,4.25,0.0368,11
2024-02-28,https://example.com/product-page,Paid Search,313,235,30,0.405,2.86,0.0452,11
2024-02-28,https://example.com/product-page,Referral,66,45,4,0.445,2.28,0.0275,1
2024-02-28,https://example.com/product-page,Social Media,204,155,19,0.659,2.67,0.0075,1
2024-02-28,https://example.com/product-page,Video Ads,29,21,1,0.428,7.48,0.0124,0
2024-02-29,https://example.com/product-page,Direct Traffic,166,117,51,0.32,3.85,0.025,3
2024-02-29,https://example.com/product-page,Display Ads,32,23,2,0.626,1.6,0.0048,0
2024-02-29,https://example.com/product-page,Email Marketing,119,90,38,0.244,6.52,0.0464,4
2024-02-29,https://example.com/product-page,Organic Search,464,313,106,0.323,2.88,0.0312,10
2024-02-29,https://example.com/product-page,Paid Search,271,188,9,0.301,2.81,0.0365,7
2024-02-29,https://example.com/product-page,Referral,79,47,4,0.377,3.12,0.0234,1
2024-02-29,https://example.com/product-page,Social Media,189,127,22,0.538,1.99,0.0148,2
2024-02-29,https://example.com/product-page,Video Ads,24,18,0,0.42,7.45,0.0112,0
2024-03-01,https://example.com/product-page,Direct Traffic,158,103,37,0.323,4.18,0.0277,3
2024-03-01,https://example.com/product-page,Display Ads,30,21,1,0.568,1.11,0.0071,0
2024-03-01,https://example.com/product-page,Email Marketing,82,52,21,0.262,3.85,0.0382,2
2024-03-01,https://example.com/product-page,Organic Search,356,248,46,0.343,2.76,0.0287,7
2024-03-01,https://example.com/product-page,Paid Search,221,146,19,0.412,2.65,0.0246,4
2024-03-01,https://example.com/product-page,Referral,52,36,6,0.528,3.62,0.0119,0
2024-03-01,https://example.com/product-page,Social Media,184,121,26,0.534,1.73,0.0174,2
2024-03-01,https://example.com/product-page,Video Ads,28,19,1,0.523,6.74,0.0126,0
2024-03-02,https://example.com/product-page,Direct Traffic,122,83,44,0.243,5.01,0.0326,3
2024-03-02,https://example.com/product-page,Display Ads,28,20,0,0.821,1.28,0.0052,0
2024-03-02,https://example.com/product-page,Email Marketing,91,61,15,0.252,5.51,0.041,3
2024-03-02,https://example.com/product-page,Organic Search,350,213,60,0.327,4.22,0.0322,7
2024-03-02,https://example.com/product-page,Paid Search,231,166,21,0.328,2.74,0.0556,9
2024-03-02,https://example.com/product-page,Referral,54,35,6,0.374,2.89,0.0241,1
2024-03-02,https://example.com/product-page,Social Media,169,109,15,0.574,2.25,0.0084,1
2024-03-02,https://example.com/product-page,Video Ads,20,13,0,0.534,7.98,0.014,0
2024-03-03,https://example.com/product-page,Direct Traffic,121,84,49,0.296,4.3,0.0259,2
2024-03-03,https://example.com/product-page,Display Ads,35,21,1,0.667,1.4,0.0065,0
2024-03-03,https://example.com/product-page,Email Marketing,66,48,15,0.212,5.09,0.0313,2
2024-03-03,https://example.com/product-page,Organic Search,391,251,37,0.359,2.83,0.0319,8
2024-03-03,https://example.com/product-page,Paid Search,158,115,12,0.294,2.89,0.0459,5
2024-03-03,https://example.com/product-page,Referral,47,34,6,0.505,2.87,0.0222,1
2024-03-03,https://example.com/product-page,Social Media,149,96,17,0.512,1.62,0.0175,2
2024-03-03,https://example.com/product-page,Video Ads,21,15,0,0.519,6.07,0.0088,0
2024-03-04,https://example.com/product-page,Direct Traffic,107,81,23,0.281,3.16,0.0331,3
2024-03-04,https://example.com/product-page,Display Ads,34,27,2,0.623,1.41,0.0091,0
2024-03-04,https://example.com/product-page,Email Marketing,87,67,26,0.264,3.97,0.0511,3
2024-03-04,https://example.com/product-page,Organic Search,314,193,67,0.393,2.72,0.0323,6
2024-03-04,https://example.com/product-page,Paid Search,189,125,9,0.336,3.35,0.0315,4
2024-03-04,https://example.com/product-page,Referral,54,35,4,0.467,4.0,0.0254,1
2024-03-04,https://example.com/product-page,Social Media,152,93,18,0.598,1.73,0.0141,1
2024-03-04,https://example.com/product-page,Video Ads,22,16,0,0.461,6.35,0.014,0
2024-03-05,https://example.com/product-page,Direct Traffic,165,125,71,0.307,3.9,0.0335,4
2024-03-05,https://example.com/product-page,Display Ads,44,30,2,0.747,1.49,0.0116,0
2024-03-05,https://example.com/product-page,Email Marketing,92,62,14,0.203,5.0,0.0306,2
2024-03-05,https://example.com/product-page,Organic Search,535,339,100,0.395,3.27,0.0294,10
2024-03-05,https://example.com/product-page,Paid Search,227,160,9,0.288,3.14,0.0431,7
2024-03-05,https://example.com/product-page,Referral,77,60,9,0.394,2.48,0.0135,1
2024-03-05,https://example.com/product-page,Social Media,190,142,24,0.615,1.54,0.0085,1
2024-03-05,https://example.com/product-page,Video Ads,21,15,0,0.573,7.2,0.0156,0
2024-03-06,https://example.com/product-page,Direct Traffic,134,88,31,0.346,4.95,0.023,2
2024-03-06,https://example.com/product-page,Display Ads,37,23,2,0.58,1.5,0.0055,0
2024-03-06,https://example.com/product-page,Email Marketing,85,61,21,0.242,5.1,0.0665,4
