date,url,marketing_segment,page_visits,unique_visitors,return_visitors
2024-03-01,https://example.com/product-page,Direct Traffic,158,103,37
2024-03-01,https://example.com/product-page,Display Ads,30,21,1
2024-03-01,https://example.com/product-page,Email Marketing,82,52,21
2024-03-01,https://example.com/product-page,Organic Search,356,248,46
2024-03-01,https://example.com/product-page,Paid Search,221,146,19
2024-03-01,https://example.com/product-page,Referral,52,36,6
2024-03-01,https://example.com/product-page,Social Media,184,121,26
2024-03-01,https://example.com/product-page,Video Ads,28,19,1
2024-03-02,https://example.com/product-page,Direct Traffic,122,83,44
2024-03-02,https://example.com/product-page,Display Ads,28,20,0
2024-03-02,https://example.com/product-page,Email Marketing,91,61,15
2024-03-02,https://example.com/product-page,Organic Search,350,213,60
2024-03-02,https://example.com/product-page,Paid Search,231,166,21
2024-03-02,https://example.com/product-page,Referral,54,35,6
2024-03-02,https://example.com/product-page,Social Media,169,109,15
2024-03-02,https://example.com/product-page,Video Ads,20,13,0
2024-03-03,https://example.com/product-page,Direct Traffic,121,84,49
2024-03-03,https://example.com/product-page,Display Ads,35,21,1
2024-03-03,https://example.com/product-page,Email Marketing,66,48,15
2024-03-03,https://example.com/product-page,Organic Search,391,251,37
2024-03-03,https://example.com/product-page,Paid Search,158,115,12
2024-03-03,https://example.com/product-page,Referral,47,34,6
2024-03-03,https://example.com/product-page,Social Media,149,96,17
2024-03-03,https://example.com/product-page,Video Ads,21,15,0
2024-03-04,https://example.com/product-page,Direct Traffic,107,81,23
2024-03-04,https://example.com/product-page,Display Ads,34,27,2
2024-03-04,https://example.com/product-page,Email Marketing,87,67,26
2024-03-04,https://example.com/product-page,Organic Search,314,193,67
2024-03-04,https://example.com/product-page,Paid Search,189,125,9
2024-03-04,https://example.com/product-page,Referral,54,35,4
2024-03-04,https://example.com/product-page,Social Media,152,93,18
2024-03-04,https://example.com/product-page,Video Ads,22,16,0
2024-03-05,https://example.com/product-page,Direct Traffic,165,125,71
2024-03-05,https://example.com/product-page,Display Ads,44,30,2
2024-03-05,https://example.com/product-page,Email Marketing,92,62,14
2024-03-05,https://example.com/product-page,Organic Search,535,339,100
2024-03-05,https://example.com/product-page,Paid Search,227,160,9
2024-03-05,https://example.com/product-page,Referral,77,60,9
2024-03-05,https://example.com/product-page,Social Media,190,142,24
2024-03-05,https://example.com/product-page,Video Ads,21,15,0
2024-03-06,https://example.com/product-page,Direct Traffic,134,88,31
2024-03-06,https://example.com/product-page,Display Ads,37,23,2
2024-03-06,https://example.com/product-page,Email Marketing,85,61,21
2024-03-06,https://example.com/product-page,Organic Search,434,328,99
2024-03-06,https://example.com/product-page,Paid Search,178,117,8
2024-03-06,https://example.com/product-page,Referral,64,44,9
2024-03-06,https://example.com/product-page,Social Media,155,95,27
2024-03-06,https://example.com/product-page,Video Ads,18,13,0
2024-03-07,https://example.com/product-page,Direct Traffic,145,111,63
2024-03-07,https://example.com/product-page,Display Ads,36,24,1
2024-03-07,https://example.com/product-page,Email Marketing,112,80,35
2024-03-07,https://example.com/product-page,Organic Search,457,281,63
2024-03-07,https://example.com/product-page,Paid Search,246,181,15
2024-03-07,https://example.com/product-page,Referral,61,42,5
2024-03-07,https://example.com/product-page,Social Media,253,184,48
2024-03-07,https://example.com/product-page,Video Ads,22,13,0
2024-03-08,https://example.com/product-page,Direct Traffic,179,130,33
2024-03-08,https://example.com/product-page,Display Ads,46,36,2
2024-03-08,https://example.com/product-page,Email Marketing,94,71,23
2024-03-08,https://example.com/product-page,Organic Search,510,404,94
2024-03-08,https://example.com/product-page,Paid Search,264,185,17
2024-03-08,https://example.com/product-page,Referral,58,46,3
2024-03-08,https://example.com/product-page,Social Media,180,131,18
2024-03-08,https://example.com/product-page,Video Ads,24,14,0
2024-03-09,https://example.com/product-page,Direct Traffic,96,74,28
2024-03-09,https://example.com/product-page,Display Ads,22,15,1
2024-03-09,https://example.com/product-page,Email Marketing,66,44,14
2024-03-09,https://example.com/product-page,Organic Search,273,191,71
2024-03-09,https://example.com/product-page,Paid Search,213,154,12
2024-03-09,https://example.com/product-page,Referral,53,39,7
2024-03-09,https://example.com/product-page,Social Media,149,105,19
2024-03-09,https://example.com/product-page,Video Ads,15,9,0
2024-03-10,https://example.com/product-page,Direct Traffic,79,56,21
2024-03-10,https://example.com/product-page,Display Ads,23,15,1
2024-03-10,https://example.com/product-page,Email Marketing,71,43,14
2024-03-10,https://example.com/product-page,Organic Search,234,165,29
2024-03-10,https://example.com/product-page,Paid Search,126,81,11
2024-03-10,https://example.com/product-page,Referral,33,21,3
2024-03-10,https://example.com/product-page,Social Media,131,103,20
2024-03-10,https://example.com/product-page,Video Ads,15,11,0
2024-03-11,https://example.com/product-page,Direct Traffic,199,143,32
2024-03-11,https://example.com/product-page,Display Ads,39,28,1
2024-03-11,https://example.com/product-page,Email Marketing,126,79,34
2024-03-11,https://example.com/product-page,Organic Search,537,349,116
2024-03-11,https://example.com/product-page,Paid Search,256,199,19
2024-03-11,https://example.com/product-page,Referral,79,58,4
2024-03-11,https://example.com/product-page,Social Media,249,182,50
2024-03-11,https://example.com/product-page,Video Ads,26,15,1
2024-03-12,https://example.com/product-page,Direct Traffic,127,95,29
2024-03-12,https://example.com/product-page,Display Ads,28,17,0
2024-03-12,https://example.com/product-page,Email Marketing,64,39,20
2024-03-12,https://example.com/product-page,Organic Search,381,255,50
2024-03-12,https://example.com/product-page,Paid Search,187,141,16
2024-03-12,https://example.com/product-page,Referral,45,33,5
2024-03-12,https://example.com/product-page,Social Media,130,82,9
2024-03-12,https://example.com/product-page,Video Ads,20,15,0
2024-03-13,https://example.com/product-page,Direct Traffic,115,76,43
2024-03-13,https://example.com/product-page,Display Ads,30,18,1
2024-03-13,https://example.com/product-page,Email Marketing,80,53,17
2024-03-13,https://example.com/product-page,Organic Search,471,357,70
2024-03-13,https://example.com/product-page,Paid Search,270,194,20
2024-03-13,https://example.com/product-page,Referral,55,39,8
2024-03-13,https://example.com/product-page,Social Media,187,142,32
2024-03-13,https://example.com/product-page,Video Ads,26,18,0
2024-03-14,https://example.com/product-page,Direct Traffic,172,125,33
2024-03-14,https://example.com/product-page,Display Ads,42,32,1
2024-03-14,https://example.com/product-page,Email Marketing,105,83,41
2024-03-14,https://example.com/product-page,Organic Search,510,393,132
2024-03-14,https://example.com/product-page,Paid Search,302,196,24
2024-03-14,https://example.com/product-page,Referral,52,32,3
2024-03-14,https://example.com/product-page,Social Media,191,146,35
2024-03-14,https://example.com/product-page,Video Ads,25,19,1
2024-03-15,https://example.com/product-page,Direct Traffic,181,117,57
2024-03-15,https://example.com/product-page,Display Ads,61,44,2
2024-03-15,https://example.com/product-page,Email Marketing,180,111,35
2024-03-15,https://example.com/product-page,Organic Search,660,435,115
2024-03-15,https://example.com/product-page,Paid Search,404,312,35
2024-03-15,https://example.com/product-page,Referral,105,67,10
2024-03-15,https://example.com/product-page,Social Media,311,196,37
2024-03-15,https://example.com/product-page,Video Ads,35,26,1
2024-03-16,https://example.com/product-page,Direct Traffic,121,93,55
2024-03-16,https://example.com/product-page,Display Ads,31,22,0
2024-03-16,https://example.com/product-page,Email Marketing,83,57,24
2024-03-16,https://example.com/product-page,Organic Search,307,230,30
2024-03-16,https://example.com/product-page,Paid Search,240,153,22
2024-03-16,https://example.com/product-page,Referral,63,45,6
2024-03-16,https://example.com/product-page,Social Media,155,103,13
2024-03-16,https://example.com/product-page,Video Ads,22,14,0
2024-03-17,https://example.com/product-page,Direct Traffic,101,77,30
2024-03-17,https://example.com/product-page,Display Ads,28,19,0
2024-03-17,https://example.com/product-page,Email Marketing,62,37,10
2024-03-17,https://example.com/product-page,Organic Search,325,236,33
2024-03-17,https://example.com/product-page,Paid Search,193,137,14
2024-03-17,https://example.com/product-page,Referral,52,38,7
2024-03-17,https://example.com/product-page,Social Media,146,107,27
2024-03-17,https://example.com/product-page,Video Ads,17,11,0
2024-03-18,https://example.com/product-page,Direct Traffic,109,74,39
2024-03-18,https://example.com/product-page,Display Ads,26,15,1
2024-03-18,https://example.com/product-page,Email Marketing,82,58,22
2024-03-18,https://example.com/product-page,Organic Search,334,240,74
2024-03-18,https://example.com/product-page,Paid Search,258,202,23
2024-03-18,https://example.com/product-page,Referral,47,31,3
2024-03-18,https://example.com/product-page,Social Media,156,113,29
2024-03-18,https://example.com/product-page,Video Ads,19,13,0
2024-03-19,https://example.com/product-page,Direct Traffic,182,135,68
2024-03-19,https://example.com/product-page,Display Ads,38,23,1
2024-03-19,https://example.com/product-page,Email Marketing,107,77,17
2024-03-19,https://example.com/product-page,Organic Search,620,395,128
2024-03-19,https://example.com/product-page,Paid Search,306,213,13
2024-03-19,https://example.com/product-page,Referral,85,62,13
2024-03-19,https://example.com/product-page,Social Media,194,144,28
2024-03-19,https://example.com/product-page,Video Ads,28,18,1
2024-03-20,https://example.com/product-page,Direct Traffic,173,108,44
2024-03-20,https://example.com/product-page,Display Ads,38,29,1
2024-03-20,https://example.com/product-page,Email Marketing,95,63,30
2024-03-20,https://example.com/product-page,Organic Search,391,255,80
2024-03-20,https://example.com/product-page,Paid Search,243,183,10
2024-03-20,https://example.com/product-page,Referral,50,36,7
2024-03-20,https://example.com/product-page,Social Media,185,112,12
2024-03-20,https://example.com/product-page,Video Ads,24,15,0
2024-03-21,https://example.com/product-page,Direct Traffic,137,97,39
2024-03-21,https://example.com/product-page,Display Ads,25,17,1
2024-03-21,https://example.com/product-page,Email Marketing,68,52,22
2024-03-21,https://example.com/product-page,Organic Search,361,250,92
2024-03-21,https://example.com/product-page,Paid Search,210,140,8
2024-03-21,https://example.com/product-page,Referral,41,30,4
2024-03-21,https://example.com/product-page,Social Media,129,83,12
2024-03-21,https://example.com/product-page,Video Ads,17,13,0
2024-03-22,https://example.com/product-page,Direct Traffic,142,107,30
2024-03-22,https://example.com/product-page,Display Ads,49,38,4
2024-03-22,https://example.com/product-page,Email Marketing,104,65,18
2024-03-22,https://example.com/product-page,Organic Search,539,373,85
2024-03-22,https://example.com/product-page,Paid Search,306,216,12
2024-03-22,https://example.com/product-page,Referral,79,55,5
2024-03-22,https://example.com/product-page,Social Media,217,165,31
2024-03-22,https://example.com/product-page,Video Ads,25,17,1
2024-03-23,https://example.com/product-page,Direct Traffic,94,66,20
2024-03-23,https://example.com/product-page,Display Ads,27,17,1
2024-03-23,https://example.com/product-page,Email Marketing,80,57,22
2024-03-23,https://example.com/product-page,Organic Search,364,257,64
2024-03-23,https://example.com/product-page,Paid Search,150,109,14
2024-03-23,https://example.com/product-page,Referral,50,33,7
2024-03-23,https://example.com/product-page,Social Media,127,95,27
2024-03-23,https://example.com/product-page,Video Ads,20,13,0
2024-03-24,https://example.com/product-page,Direct Traffic,90,65,15
2024-03-24,https://example.com/product-page,Display Ads,24,17,0
2024-03-24,https://example.com/product-page,Email Marketing,71,54,18
2024-03-24,https://example.com/product-page,Organic Search,314,205,76
2024-03-24,https://example.com/product-page,Paid Search,132,84,5
2024-03-24,https://example.com/product-page,Referral,45,30,6
2024-03-24,https://example.com/product-page,Social Media,134,97,12
2024-03-24,https://example.com/product-page,Video Ads,17,11,0
2024-03-25,https://example.com/product-page,Direct Traffic,169,112,43
2024-03-25,https://example.com/product-page,Display Ads,34,25,2
2024-03-25,https://example.com/product-page,Email Marketing,117,80,24
2024-03-25,https://example.com/product-page,Organic Search,462,343,119
2024-03-25,https://example.com/product-page,Paid Search,217,161,11
2024-03-25,https://example.com/product-page,Referral,65,49,6
2024-03-25,https://example.com/product-page,Social Media,223,170,35
